;Unnamed: 0;Unnamed: 0.1;datum;url;sentiment;discussielengte;views;auteur;GPS breedtegraad;GPS lengtegraad;bericht tekst;likes count;datum utc;hashtags
66;66;80;2017-11-27 19:40;https://instagram.com/p/BcAlMJAj-el/;0;2.0;33.0;cayc;51.920120000000004;4.4913;Las Casas Cubo, son un conjunto de 32 apartamentos diseñados por el arquitecto Piet Blom, quien giró 45° el cubo convencional de una casa y lo emplazó sobre pilares con forma hexagonal. Todas las casas están habitadas y, pese a tener un área total de unos 100 m², una cuarta parte del espacio no es habitable por la escasa altura bajo las paredes y techos angulosos.           ;33.0;2017-11-27 18:40:15;['casascubo', 'cubichouses', 'arquitectura', 'architecture', 'rotterdam', 'holland', 'escapadaexpress', 'friendtime', 'yagostravels', 'instatravel', 'traveler']
67;67;81;2017-01-24 07:51;https://instagram.com/p/BPo0EV5gkNF/;0;5.0;105.0;ckmiddelburg;51.5;3.6166699999999996;CKM athlete Jesse @jagvoet    -                 -       ;105.0;2017-01-24 06:51:45;['snatch', 'olylifting', 'crossfit', 'middelburg', 'crossfitmiddelburg', 'crossfitnl', 'crossfitter', 'netherlands', 'weightlifting', 'fitness', 'metcon', 'zeeland', 'ckmiddelburg', 'bootcampmiddelburg', 'workout', 'wod', 'fitdutchies', 'training', 'barbellbabe', 'crossfitgirl', 'girlswholift', 'girlswhosquat', 'builtbybergeron', 'comptrain', 'instacool']
68;68;83;2017-08-25 21:28;https://instagram.com/p/BYOoCzsgihZ/;0;0.0;35.0;marijnk_31;51.6516;5.046832;Raveleijn Stadspoort - @efteling                    ;35.0;2017-08-25 19:28:59;['Efteling', 'Kaatsheuvel', 'Themepark', 'OwnPic', 'Nature', 'natuur', 'summer', 'fairytale', 'Magical', 'Wonder', 'magic', 'Abonnementhouder', 'Raveleijn', 'Raven', 'Ruiters', 'Parkshow', 'horseman', 'stadspoort', 'gate']
69;69;84;2017-08-10 12:59;https://instagram.com/p/BXnFxLJDGBG/;+;0.0;24.0;recreatieoorddewarande;51.633259;4.8464870000000015;GOED NIEUWS! Ook zaterdag, zondag EN volgende week maandag t/m vrijdag zijn het 25m. bad en doelgroepenbad OPEN van 13:00 tot 17:00 uur.  Ook bij slecht weer is het een feestje bij De Warande!           ;24.0;2017-08-10 10:59:06;['warande', 'oosterhout', 'zwemmen', 'zomer', 'vakantie', 'feest', 'vrienden', 'chill', 'stormbaan', 'fun']
70;70;85;2018-03-21 11:20;https://instagram.com/p/BglOlkJFzuh/;0;3.0;39.0;leonb1971;51.450001;5.46667;            @provincienoordbrabant;39.0;2018-03-21 10:20:13;['stadionkwartier', 'philipsstadion', 'eindhoven', 'eindhovencity', 'indebuurt040', 'onsbrabant', 'architecture', 'architecturephotography', 'noordbrabant', 'verrassendbrabant', 'inbrabant', 'netherlands']
71;71;86;2018-02-10 21:45;https://instagram.com/p/BfB7F1Wh6uu/;0;2.0;26.0;psvinsider;51.919841999999996;4.433344;’ Psv weet 1-2 te winnen van Sparta Rotterdam! Man of the Match: Stevie “wonder” Bergwijn’     ;26.0;2018-02-10 20:45:03;['psv', 'overwinning', 'eendrachtmaaktmacht', 'winst', 'bergwijn', 'spartarotterdam']
72;72;87;2018-02-14 14:31;https://instagram.com/p/BfLcn4AF6D1/;0;0.0;12.0;knsmflowers;52.376789;4.93797;Tot 17.00 # haal je bloemen of bestel# valentijn# artandflowers   kortbeek  of particulier # flowers     ;12.0;2018-02-14 13:31:13;['knsm', 'Eduard', 'zakelijk', 'veldboeket', 'bloemen', 'floraldesign', 'plants', 'Eduard']
73;73;88;2017-08-01 19:15;https://instagram.com/p/BXQlqJUhKTD/;0;2.0;31.0;jjense2002;;;Even eruit en Pieter gezien bij Dalton.     ;31.0;2017-08-01 17:15:13;['Amsterdam', 'wandelen', 'lekkerweer', 'druk', 'heerlijkgenieten']
74;74;89;2018-08-17 18:40;https://instagram.com/p/BmlkkVFnnXs/;0;0.0;14.0;yvonneveer;;;    ;14.0;2018-08-17 16:40:39;['noordbrabantsmuseum', 'Kamagurkistan', 'shertogenbosch', 'voorbijdegrenzenvandeernst', 'Kamagurka']
75;75;90;2017-08-17 23:07;https://instagram.com/p/BX6M6kzBC7Z/;+;1.0;18.0;fotografiebyfieke;;;Nog wat nieuwe spulletjes uitgeprobeerd.  Wat staat paars haar toch geweldig!           #      ;18.0;2017-08-17 21:07:07;['fotografiebyfieke', 'fotograafalmere', 'almere', 'fotoshoot', 'babygirl', 'sitter', 'sittersessie', 'babyfotografie', 'babyfotoshoot', 'romantisch', 'happybaby', 'paars', 'bloemen', 'lavendel', 'privefotomodelletje', 'trotsemama']
76;76;91;2017-04-11 11:11;https://instagram.com/p/BSvVSAkDODw/;0;1.0;33.0;amsterdamhuur;;;Gelegen in Oud-West! Perfect voor een stel.              ;33.0;2017-04-11 09:11:36;['amsterdam', 'amsterdamhuur', 'amsterdamoudwest', 'oudwest', 'vondelpark', 'west', 'amsterdamlife', 'amsterdam', 'amsterdamcanals', 'amsterdamcity', 'appartement', 'huurwoning', 'huren', 'huurwoningenamsterdam']
77;77;92;2017-07-10 21:40;https://instagram.com/p/BWYMxoEnlcD/;0;0.0;6.0;schoutentechniek;;;Woon- en zorgaanbieder Omring​ uit Hoorn heeft een nieuw, driejarig werktuigbouwkundig onderhoudscontract met Schouten Techniek afgesloten. Hiermee wordt de langdurige samenwerking voortgezet.    ;6.0;2017-07-10 19:40:19;['schoutentechniek', 'techniek', 'omring', 'samenwerking']
78;78;93;2018-03-21 08:15;https://instagram.com/p/Bgk5d0RlsHX/;0;10.0;144.0;twostoriesboutique;;;Deze prachtige en sportieve outfit shop je bij ons, vinden jullie hem niet geweldig?                 ;144.0;2018-03-21 07:15:40;['TwoStoriesBoutique', 'Dordrecht', 'Vriesestraat', 'kledingwinkel', 'kleding', 'accessoires', 'sieraden', 'tassen', 'shoppen', 'winkelen', 'mode', 'details', 'ootd', 'wiw', 'byfemke', 'laurelsocials']
79;79;94;2018-02-06 09:14;https://instagram.com/p/Be2SD_ljBsa/;0;5.0;31.0;pleurtje;51.916698;4.5;Goodmorning          ;31.0;2018-02-06 08:14:53;['Sunrise', 'Prinsenpark', 'Rotterdam', 'Pond', 'Goodmorning', 'FreezingCold', 'Freezing', 'Netherlands', 'Holland', 'NoFilter']
80;80;95;2018-02-16 11:46;https://instagram.com/p/BfQTWfXHBaM/;0;0.0;31.0;giant65;53.100108999999996;6.0932;Vanochtend worden de 4 gedichten die door Andries de Jong over zwemmen en het zwembad zijn geschreven in zwemcentrum de Welle geplakt door @meesterplakkers.        @sportbedrijfdrachten;31.0;2018-02-16 10:46:24;['sport', 'cultuur', 'drachten', 'lf2018', 'dewelle', 'poëzie', 'crossover']
81;81;96;2017-01-04 12:28;https://instagram.com/p/BO1z2llgvdm/;+;13.0;192.0;wijkagentgijsbers;;;Supertof! Hier doe ik het voor! Post ontvangen van een klant. Tevreden jongere na een lastige periode in haar leven!     ;192.0;2017-01-04 11:28:37;['hulpverlenen', 'wijkagent', 'Leerdam', 'instapolice', 'instapolitie']
82;82;98;2017-01-14 18:58;https://instagram.com/p/BPQQYdIAwGC/;0;0.0;14.0;jakezi;52.301182;4.478103; at the .     ;14.0;2017-01-14 17:58:09;['sunset', 'beach', 'noordwijk', 'hightide', 'winter', 'clouds', 'sea']
83;83;99;2018-02-02 07:51;https://instagram.com/p/Ber1WLal4ya/;0;2.0;80.0;vogelnest010;;;Valentijn komt er weer aan! Woont jouw geliefde niet om hoek? Stuur dan je liefde via een kaartje, bijvoorbeeld met deze knuffelende neusberen van Ferdy Remijn. Te koop in onze webshop, zie link in bio! . . . . .                                              # hetvogelnest     ;80.0;2018-02-02 06:51:34;['vogelnest', 'rotterdam', 'popupstore', 'design', 'makers', 'artprint', 'clothing', 'productdesign', 'illustration', 'postcards', 'accessoiries', 'photography', 'art', 'lovebirds', 'local', 'handmade', 'vogels', 'lekkershoppen', 'fashion', 'bird', 'blueeconomy', 'sustainability', 'events', 'onlineshopping', 'rotterdamart', 'branding', 'dutchdesign', 'photooftheday', 'valentijn', 'valentijn']
84;84;100;2017-08-16 22:11;https://instagram.com/p/BX3htuKDdU6/;+;1.0;47.0;greengirl_steph;52.642712;5.0572940000000015;Kermissen  Vrouwenavond                ;47.0;2017-08-16 20:11:08;['kermis', 'kermishoorn', 'funfair', 'vrouwenavond', 'girlsnight', 'girlsnightout', 'womensnight', 'drankjes', 'drinks', 'fun', 'party', 'mannelijkestrippers', 'malestrippers', 'hoorn', 'hoorncity']
85;85;101;2017-07-02 17:54;https://instagram.com/p/BWDMjnkB2HS/;+;1.0;96.0;freek_verbeet;;;"Je bent pas echt gezond bezig als je ook durft iets anders te eten dan alleen maar ""wat hoort"". :-)                        ";96.0;2017-07-02 15:54:21;['fitdutchies', 'fitdutchie', 'fitfamnl', 'dutchfitness', 'pbp', 'foodie', 'sporten', 'gezond', 'fitgirlsnl', 'dutchblogger', 'motivatie', 'hardlopen', 'afvallen', 'fitanddutch', 'fitdutchbodies', 'sportschool', 'dutchie', 'fitmen', 'gym', 'fit', 'sportief', 'fitnl', 'getfit', 'apeldoorn']
86;86;103;2018-03-22 12:42;https://instagram.com/p/Bgn802AlOKF/;+;0.0;62.0;lea.podvratnik;52.3731;4.8922;love it!         ;62.0;2018-03-22 11:42:44;['amsterdam', 'design', 'eames', 'eameselephant', 'vitra', 'exploringamsterdam', 'loveit', 'designerstore']
87;87;104;2018-01-02 11:00;https://instagram.com/p/BdcWTcxH4PM/;+;0.0;33.0;iceamsterdam;;;Met de superleuke schaatslessen van @duosport wordt jij in no time een echte pro op het ijs! Kijk voor meer info op onze site: in de link in bio!       Do you want to slide over the ice like a real pro? Duosport provides some great lessons/classes at Ice Amsterdam! Check our website for more information in the link in bio!     ;33.0;2018-01-02 10:00:38;['IceAmsterdam', 'ijsbaan', 'museumplein', 'schaatsen', 'ijs', 'IceAmsterdam', 'iceskating', 'lessons', 'course', 'classes']
88;88;105;2017-02-09 08:31;https://instagram.com/p/BQSFUaxlf9g/;0;1.0;7.0;spierontspanning;;;   ;7.0;2017-02-09 07:31:22;['sailamsterdam', 'sail', 'amsterdam', 'sail2015']
89;89;106;2017-02-25 23:32;https://instagram.com/p/BQ85ITKjLxC/;+;3.0;39.0;femkeritchi;;;Wat een fijne dag!     ;39.0;2017-02-25 22:32:11;['soldaatvanoranje', 'wauw', 'leiden', 'musical', 'gezellig']
90;90;108;2018-05-14 19:22;https://instagram.com/p/BixBy-onV8I/;0;1.0;71.0;cioshvnlwdn;;;CIOS-studenten MSR & SBL fase 1 uit Leeuwarden hadden afgelopen week in de vroege ochtend een bootcamp training in het kader van samenwerking. De training werd georganiseerd door CIOS-student Ruben • •         ;71.0;2018-05-14 17:22:08;['ditismbo', 'mbo', 'onderwijs', 'frieslandcollege', 'cios', 'sportopleiding', 'ciosheerenveenleeuwarden', 'cioshvnlwdn', 'bootcamp']
91;91;109;2018-01-25 12:10;https://instagram.com/p/BeXsqhQhPeF/;0;1.0;53.0;oeteldonkonline;;;Een lichtpuntje in huis! Te koop bij @bol_com               ;53.0;2018-01-25 11:10:53;['vankeindsafaon', 'carnaval', 'decoratie', 'huisinrichting', 'houserules', 'lichtbak', 'oeteldonk', 'knus', 'interieur', 'interieurstyling', 'bohostyle', 'retro', 'retroclassic', 'neoclassic']
92;92;110;2017-02-19 22:25;https://instagram.com/p/BQtUtFHjDEh/;0;0.0;2.0;louise.peters;;;   ;2.0;2017-02-19 21:25:18;['rockanjestrand', 'rockanje', 'nijntje', 'dankjewelvooralles']
93;93;112;2018-02-07 16:21;https://instagram.com/p/Be5np5bDfnA/;+;6.0;81.0;bakverhalen;51.906760999999996;4.43176;"Afgelopen zaterdag was Bakverhalen voor de laatste keer (voor mijn zwangerschapsverlof) bij de Open TopTrouwLocatie Route bij De Vertrekhal! Paco van Leeuwen Fotografie heeft deze fijne dag weer mooi vastgelegd. . Gaan jullie ook trouwen in de Vertrekhal (of een andere locatie ;) ) en nog op zoek naar een bruidstaart? Tot eind maart worden alle proeverijen ingepland en daarna zijn we pas weer in juli beschikbaar! . . .  Foto's: @pacovanleeuwen.nl Locatie: @devertrekhal Weddingplanner: @evysproposal Bloemen: @busjebloemen . . .          ";81.0;2018-02-07 15:21:17;['OTTLR2018', 'opentoptrouwlocatieroute', 'bruidstaart', 'devertrekhal', 'fondant', 'weddingcake', 'freshflowers', 'goldentouch', 'dripcake', 'Rotterdam']
94;94;113;2017-02-01 15:47;https://instagram.com/p/BP-Q28-AG8v/;+;0.0;23.0;tributewomen;;;Wauw! De nieuwe collectie van Maison Scotch is weer top! Mooie jurkjes, stoere shirts en te gekke jasjes!!  Wat vinden jullie ervan? Laat het ons weten in jouw reactie hieronder!! Wij zijn open tot 18.00 uur. Liefs Tribute Women     ;23.0;2017-02-01 14:47:23;['tributewomen', 'boliestraat', 'doetinchem', 'newcollection', 'maisonscotch']
95;95;114;2018-03-26 10:00;https://instagram.com/p/Bgx2l1SgiPG/;+;0.0;14.0;yourselect_hq;;;Begin je week goed, start met solliciteren! Bekijk onze actuele vacatures op onze website en solliciteer direct.  Staat jouw droombaan er op het moment niet tussen? Maak dan een afspraak om je vrijblijvend bij ons in te schrijven. Wij nemen dan contact met je op als we een vacature hebben die bij je past. Neem contact op via 023 - 763 1000 of stuur een privébericht.  Wie beweegt, lééft!          ;14.0;2018-03-26 08:00:40;['linkinbio', 'maandag', 'monday', 'nieuweweek', 'solliciteren', 'sollicitatie', 'vacatures', 'uitzendbureau', 'hoofddorp']
96;96;115;2018-08-13 20:40;https://instagram.com/p/Bmbel0clXLe/;0;2.0;29.0;distorted_georde_dreng;52.377701;4.9001;Day 438 of   using                      ;29.0;2018-08-13 18:40:07;['learningguitar', 'guitarsolo', 'bossrc1loopstation', 'guitar', 'bluesguitar', 'guitarpractice', 'ericclapton', 'guitarriff', 'bcrich', 'bcrichbeast', 'bcrichguitars', 'bcrichbeast', 'blackstarltmetal', 'theblues', 'rocknroll', 'rockmusic', 'bluesjam', 'bluesrock', 'mooerskyverb', 'mooeraudio', 'amstelveen', 'guitarist', 'playingtheblues', 'classicrock']
97;97;116;2017-08-21 10:39;https://instagram.com/p/BYDKgFeFnoR/;+;0.0;50.0;florea_fotografie;52.01582;6.0248800000000005;Afgelopen vrijdag mocht ik de grote dag van Marco en @marielleee____ vastleggen. En dag vol met heel veel liefde,kusjes en plezier. Dankbaar dat ik er bij mocht zijn. - - - Marielle Marco ••••••••••••••••••••••••••••••••••                  ;50.0;2017-08-21 08:39:11;['weddingday', 'weddingbouquet', 'flowers', 'weedingflowers', 'floreafotografie', 'myphotography', 'weddingdress', 'weddingtime', 'love', 'canoneos', '70200mm', 'happywedding', 'posbank', 'rhede', 'igwedding', 'igflowers', 'igersgelderland', 'veluwe']
98;98;117;2017-11-27 12:57;https://instagram.com/p/Bb_2-nujbXZ/;+;0.0;16.0;plzier;52.092232;5.1191699999999996;Alle kinderen uit Utrecht die vandaag bij ons in @theaterkikker waren ENORM bedankt!! Zonder jullie was het niet zo’n enorm (meezing)feest geworden!!   ;16.0;2017-11-27 11:57:19;['Utrecht', 'Speculaaslaan', 'Sinterklaas']
99;99;118;2018-02-09 15:54;https://instagram.com/p/Be-tzAZHFcB/;0;3.0;29.0;mediamarkteindhovencentrum;;;Jura E8 is door de consumentenbond verkozen door beste volautomaat en wij hebben deze gelukkig op voorraad.            ;29.0;2018-02-09 14:54:53;['jura', 'e8', 'consumentenbond', 'consumentengids', 'koffie', 'coffee', 'eindhoven', 'innovatie', 'experience', 'instagood', 'coffeelove']
100;100;119;2018-01-05 22:03;https://instagram.com/p/BdlQjbcDQQ5/;0;0.0;43.0;zon7_zonnepanelen;52.502449;5.43388;           -energy                   voor meer informatie kijk in de bio;43.0;2018-01-05 21:03:13;['panelzon', 'zonnepanelen', 'zonnepaneel', 'duurzame', 'energie', 'besparen', 'photovoltaic', 'solarfrontier', 'lgsolar', 'canadiansolar', 'panasonic', 'S', 'solaredge', 'goodwe', 'besparing', 'feedback', 'reviews', 'solarpanels', 'recenties', 'lelystad', 'solar', 'electriciteit', 'pvsolar', 'renewableenergy', 'lease', 'duurzaamheid', 'energy', 'solarenergy', 'renewable', 'duurzaamheidslening']
101;101;120;2018-03-13 11:28;https://instagram.com/p/BgQpOH2DXbk/;0;1.0;37.0;luflan;51.98753;5.90222;SittingOnaBench@ParkSonsbeek         ;37.0;2018-03-13 10:28:54;['arnhem', 'bench', 'spring', 'sonsbeek', 'lente', 'parksonsbeek', 'bankje', 'parklife', 'parkbankje']
102;102;121;2017-01-04 19:55;https://instagram.com/p/BO2nA8jBfV1/;+;7.0;46.0;mereltje1983;52.083302;4.3167;Winterse Kip Salade!         ;46.0;2017-01-04 18:55:40;['personalbodyplan', 'healthfood', 'healthy', 'gezond', 'chicken', 'fitgirl', 'fitfamnl', 'denhaag']
103;103;122;2017-08-12 17:45;https://instagram.com/p/BXswK9ugvGs/;0;0.0;35.0;dunya.en.el.mundo;52.357887;4.87978;Van museum naar museum in m'n pauze Roy lichtenstein - As I Opened Fire 1964       ;35.0;2017-08-12 15:45:49;['stedelijkmuseum', 'amsterdam', 'stijl', 'lichtenstein', 'modernart', 'art']
104;104;123;2017-03-21 10:46;https://instagram.com/p/BR5UilpgKMf/;0;0.0;4.0;janv59;50.834618;5.714417;  + ;4.0;2017-03-21 09:46:08;['reflection', 'mumc', 'azm']
105;105;124;2017-07-07 07:46;https://instagram.com/p/BWO_ArjjJ3m/;0;0.0;28.0;brits.flagman;53.468674;6.20231;      ;28.0;2017-07-07 05:46:53;['schiermonnikoog', 'wattenmeer', 'hintermdeich', 'fähranleger', 'beautifulday', 'naturephotography', 'cycling']
106;106;125;2018-03-30 11:42;https://instagram.com/p/Bg8VZpcF5Ph/;+;0.0;18.0;vandekaarttv;;;Bedankt Oegstgeest!  ;18.0;2018-03-30 09:42:18;['vandekaarttv', 'omroepwest']
107;107;126;2017-10-26 08:13;https://instagram.com/p/Bas2SLpnaqd/;0;4.0;92.0;renekarst;53.216801000000004;6.56447;Gisteravond ging het spreekwoordelijke ‘DAK ER AF’ bij de   in huize Maas in Groningen. 70 artiesten in een afgeladen zaal.             ;92.0;2017-10-26 06:13:25;['waterlooshow', 'ontour', 'bezoekers', 'harrie', 'milano', 'anna', 'waterloo', 'debelg', 'artiesten', 'feest', 'party', 'geenafterparty', 'lievertedikindekist', 'oog', 'groningen']
108;108;127;2017-06-05 19:44;https://instagram.com/p/BU93sP7hny-/;0;1.0;9.0;mandyverleijsdonk;;;    ;9.0;2017-06-05 17:44:26;['zoekplaatje', 'pluizebol', 'Rijen', 'babbiesmakemehappy', 'hoppaardjehop']
109;109;128;2017-03-20 22:05;https://instagram.com/p/BR39deNhi1k/;0;0.0;30.0;petruswills;;;  ;30.0;2017-03-20 21:05:13;['shertogenbosch', 'denbosch', 'boisleduc']
110;110;129;2017-06-13 11:32;https://instagram.com/p/BVRluvwhYiq/;+;4.0;44.0;sussies_vintage_nijmegen;;;Met dit wisselvallige weer kan je maar beter goed voorbereid zijn. Jolijn en Jojo hebben al door dat een sweater van een fijn merk ideaal is voor de frisse avonden. Beiden truien zijn vanaf vandaag te koop               ;44.0;2017-06-13 09:32:18;['nike', 'fila', 'sweater', 'vintagesweater', 'vintage', 'vintagebrands', 'handjeklap', 'blondshavemorefun', 'sussiesvintage', 'sussies', 'nijmegen', 'nimma', 'langehezelstraat', '024']
111;111;130;2017-02-03 16:17;https://instagram.com/p/BQDd5Lhh046/;+;1.0;254.0;beautyhairfree;51.569096;5.053627;Ons volger is super tevreden met het eindresultaat ondanks het feit dat ze erg zenuwachtig was. Uiteraard kan ik me voorstellen dat mensen het eng vinden. Dat is ook terecht, want uiteindelijk gaat het om gezicht. Maar met professionele aanpak, jezelf goed en juist laten inlichten, kan je jezelf overwinnen. Bel voor meer informatie.  Www.beautyhairfree.nl  Takipcimiz heyecanli olmasina ragmen bize guvenerek geldi ve sonuclardan cok memnun olarak ayrildi. Sizde kaslariniza kalici makyaj ile form vermek istiyorsaniz kendinizi professionellerin ellerine birakin ve bizi arayin. Www.beautyhairfree.nl                            ;254.0;2017-02-03 15:17:29;['byfeyza', 'microblading', 'pmu', 'brows', 'phibrows', 'brancobabic', 'photography', 'kalicimakyaj', 'kas', 'beautyhairfree', 'beauty', 'brown', 'micropigmentation', 'estetik', 'tilburg', 'pmuartist', 'eyebrows', 'makeup', 'thenetherlands', 'wenkbrauwen', 'pigment', 'fashion', 'blogger', 'eyes', 'phifushion', 'poedertechniek', 'ombrebrows']
112;112;131;2018-01-11 20:24;https://instagram.com/p/Bd0iDeCnVQf/;0;0.0;8.0;karriem_muhammad;;;"   @LouisFarrakhan warns ""Production of genetically modified organisms and genetically engineered crops has been performed by several major corporations, companies like , Bayer, , , and  Chemicals; these are the LEADING  producers.  But The  Company is the LARGEST and most DOMINANT in the world market—and many consumer advocates, organizations, and experts say that Monsanto is DESTROYING the food supply as well as the environment.  What are the dangers and risks of Genetically Modified Organisms?  A study published in the International Journal of Science in 2009 titled “A Comparison of the Effects of Three GM Corn Varieties on Mammalian Health” demonstrates the toxicity in three corn varieties from Monsanto.  In the report’s “Abstract” it states: “We present for the first time a comparative analysis of blood and organ system data from trials with rats fed three main commercialized genetically modified (GM) maize”—“corn”—“(NK 603, MON 810, MON 863), which are present in food and feed in the world.  NK 603 has been MODIFIED to be tolerant to the broad spectrum herbicide Roundup and thus contains residues of this formulation. MON 810 and MON 863 are engineered to synthesize two different Bt toxins used as insecticides.  Our analysis clearly reveals for the 3 GMOs new side effects linked with GM maize consumption, which were sex- and often dose-dependent. Effects were mostly associated with the kidney and liver, the dietary detoxifying organs, although different between the 3 GMOs. Other effects were also noticed in the heart, adrenal glands, spleen and haematopoietic system. We conclude that these data highlight signs of hepatorenal toxicity, possibly due to the new pesticides specific to each GM corn. In addition, unintended direct or indirect metabolic consequences of the genetic modification cannot be excluded.” The Time and What Must Be Done Part 38    ";8.0;2018-01-11 19:24:45;['Bayer', 'Monsanto', 'Messiah', 'Syngenta', 'DuPont', 'BASF', 'Dow', 'GMO', 'Monsanto', 'twd', 'ftwd']
